Houston Association of REALTORS,,,,,,MLS Summary Report,,,,,
2023,Apr,327,"$1,295 ","$1,250 ",$126 ,568,"1,011",348,48,98.20%,
2023,May,420,"$1,379 ","$1,300 ",$141 ,839,"1,190",428,43,98.20%,
2023,Jun,428,"$1,358 ","$1,295 ",$139 ,893,"1,277",439,43,98.90%,
2023,Jul,456,"$1,382 ","$1,300 ",$132 ,702,"1,255",449,33,99.10%,
2023,Aug,398,"$1,294 ","$1,250 ",$131 ,795,"1,350",366,43,98.60%,
* Closed listing counts for prior 3 months are preliminary.,,,,,,,,,,,
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,28,
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,MLS Summary Report,,,
,,,,,,,,,,Aug-23,
Closed Listings by Month as of August 2023,,,,,,,,,,,
Rentals - Multifamily: New Construction,,,,,,,,,,,
,,Closed,Average,Median,Price/,New,Active,Pending,,Close to,
Year,Month,Listings*,Price,Price,100 Sqft,Listings,Listings,Listings,DOM,Orig. List Price,
2021,Jan,6,"$1,332 ","$1,285 ",$146 ,53,167,7,65,99.50%,
2021,Feb,17,"$1,335 ","$1,275 ",$135 ,53,178,22,31,99.80%,
2021,Mar,29,"$1,419 ","$1,300 ",$125 ,91,180,27,34,99.00%,
2021,Apr,18,"$1,581 ","$1,500 ",$122 ,88,184,20,51,101.00%,
2021,May,15,"$1,638 ","$1,300 ",$134 ,59,179,27,44,100.40%,
2021,Jun,37,"$1,531 ","$1,344 ",$129 ,111,191,37,60,98.90%,
2021,Jul,32,"$1,440 ","$1,313 ",$139 ,54,159,21,32,98.80%,
2021,Aug,26,"$1,497 ","$1,525 ",$146 ,57,181,25,17,97.50%,
2021,Sep,20,"$1,586 ","$1,525 ",$147 ,43,165,19,24,99.60%,
2021,Oct,23,"$1,403 ","$1,400 ",$132 ,41,146,25,36,99.40%,
2021,Nov,18,"$1,521 ","$1,495 ",$115 ,59,167,21,35,98.20%,
2021,Dec,44,"$1,404 ","$1,448 ",$134 ,35,100,39,37,100.20%,
2022,Jan,20,"$1,354 ","$1,495 ",$99 ,55,108,17,29,98.40%,
2022,Feb,12,"$1,499 ","$1,350 ",$136 ,41,112,10,44,98.60%,
2022,Mar,13,"$1,862 ","$1,295 ",$130 ,111,147,14,26,98.90%,
2022,Apr,19,"$1,524 ","$1,400 ",$120 ,50,108,25,49,98.80%,
2022,May,21,"$1,606 ","$1,600 ",$106 ,57,107,19,36,98.10%,
2022,Jun,18,"$1,544 ","$1,563 ",$127 ,86,116,14,48,99.60%,
2022,Jul,14,"$1,544 ","$1,513 ",$147 ,84,130,19,23,98.90%,
2022,Aug,31,"$2,199 ","$1,500 ",$163 ,53,116,27,72,99.90%,
2022,Sep,21,"$1,608 ","$1,550 ",$135 ,32,103,19,41,98.60%,
2022,Oct,11,"$1,577 ","$1,550 ",$162 ,44,110,17,40,99.80%,
2022,Nov,13,"$1,746 ","$1,750 ",$147 ,47,107,13,35,96.60%,
2022,Dec,17,"$1,662 ","$1,575 ",$134 ,22,101,19,50,97.00%,
2023,Jan,17,"$1,678 ","$1,695 ",$136 ,55,112,15,66,98.70%,
2023,Feb,16,"$1,783 ","$1,688 ",$133 ,35,104,16,92,97.50%,
2023,Mar,25,"$1,655 ","$1,650 ",$131 ,42,84,24,40,100.50%,
2023,Apr,25,"$1,723 ","$1,850 ",$112 ,75,110,30,37,99.10%,
2023,May,23,"$1,733 ","$1,695 ",$130 ,93,153,29,35,99.30%,
2023,Jun,41,"$1,678 ","$1,700 ",$119 ,187,256,41,32,98.50%,
2023,Jul,37,"$1,703 ","$1,675 ",$131 ,196,392,31,37,97.80%,
2023,Aug,36,"$1,688 ","$1,600 ",$150 ,123,397,33,48,99.30%,
* Closed listing counts for prior 3 months are preliminary.,,,,,,,,,,,
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,29,
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,MLS Summary Report,,,
,,,,,,,,,,Aug-23,
Closed Listings by Month as of August 2023,,,,,,,,,,,
Rentals - High Rise: All(New and Existing),,,,,,,,,,,
,,Closed,Average,Median,Price/,New,Active,Pending,,Close to,
Year,Month,Listings*,Price,Price,100 Sqft,Listings,Listings,Listings,DOM,Orig. List Price,
2021,Jan,91,"$1,829 ","$1,650 ",$189 ,481,"1,244",87,62,96.80%,
2021,Feb,67,"$1,923 ","$1,795 ",$176 ,424,"1,097",59,77,97.10%,
2021,Mar,99,"$2,059 ","$1,539 ",$180 ,550,"1,070",119,67,97.10%,
2021,Apr,134,"$2,093 ","$1,595 ",$190 ,528,985,146,55,97.60%,
2021,May,128,"$2,030 ","$1,598 ",$185 ,435,946,130,63,97.80%,
2021,Jun,141,"$1,890 ","$1,550 ",$191 ,475,751,150,58,99.00%,
2021,Jul,124,"$2,043 ","$1,850 ",$188 ,426,568,106,66,97.30%,
2021,Aug,96,"$2,258 ","$1,800 ",$196 ,458,656,83,57,98.30%,
2021,Sep,64,"$2,507 ","$2,071 ",$196 ,468,660,54,51,97.10%,
2021,Oct,70,"$2,347 ","$1,900 ",$197 ,321,592,66,53,97.50%,
2021,Nov,53,"$2,045 ","$1,700 ",$219 ,503,695,61,42,97.20%,
2021,Dec,72,"$2,240 ","$1,850 ",$198 ,295,632,69,61,97.80%,
2022,Jan,86,"$2,566 ","$2,000 ",$207 ,524,732,86,49,98.70%,
2022,Feb,63,"$2,652 ","$1,985 ",$211 ,464,785,59,57,99.40%,
2022,Mar,101,"$2,162 ","$1,775 ",$200 ,549,843,112,70,98.70%,
2022,Apr,77,"$2,986 ","$2,000 ",$217 ,528,733,69,60,97.50%,
2022,May,89,"$2,619 ","$1,895 ",$209 ,593,779,96,51,99.00%,
2022,Jun,75,"$2,310 ","$1,965 ",$198 ,840,964,83,37,98.90%,
2022,Jul,90,"$2,313 ","$2,000 ",$199 ,592,"1,026",80,54,97.00%,
2022,Aug,89,"$2,624 ","$2,100 ",$215 ,721,"1,057",84,47,97.00%,
2022,Sep,82,"$2,189 ","$1,925 ",$206 ,696,"1,180",74,36,99.10%,
2022,Oct,78,"$2,360 ","$2,075 ",$204 ,678,"1,222",81,56,95.00%,
2022,Nov,53,"$2,158 ","$1,915 ",$192 ,601,"1,351",52,55,95.80%,
2022,Dec,73,"$2,731 ","$2,100 ",$217 ,880,"1,294",76,60,97.10%,
2023,Jan,86,"$2,586 ","$1,899 ",$204 ,731,"1,344",95,91,99.70%,
2023,Feb,73,"$2,436 ","$2,000 ",$209 ,440,"1,290",75,49,96.20%,
2023,Mar,78,"$2,191 ","$1,838 ",$205 ,637,"1,221",66,51,96.50%,
2023,Apr,65,"$2,665 ","$2,100 ",$211 ,591,"1,277",77,47,97.80%,
2023,May,106,"$2,197 ","$1,783 ",$207 ,548,"1,070",110,38,98.70%,
2023,Jun,124,"$2,174 ","$1,800 ",$217 ,497,910,115,45,98.20%,
2023,Jul,103,"$2,161 ","$1,887 ",$205 ,354,931,100,39,97.40%,
2023,Aug,97,"$2,124 ","$1,838 ",$208 ,425,877,90,38,98.50%,
* Closed listing counts for prior 3 months are preliminary.,,,,,,,,,,,
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,30,
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,MLS Summary Report,,,
,,,,,,,,,,Aug-23,
Closed Listings by Month as of August 2023,,,,,,,,,,,
Rentals - High Rise: Existing Home,,,,,,,,,,,
,,Closed,Average,Median,Price/,New,Active,Pending,,Close to,
Year,Month,Listings*,Price,Price,100 Sqft,Listings,Listings,Listings,DOM,Orig. List Price,
2021,Jan,87,"$1,823 ","$1,650 ",$188 ,432,"1,132",83,63,96.60%,
2021,Feb,67,"$1,923 ","$1,795 ",$176 ,415,993,59,77,97.10%,
2021,Mar,91,"$1,993 ","$1,539 ",$175 ,470,959,110,66,97.50%,
2021,Apr,115,"$2,057 ","$1,550 ",$185 ,454,884,127,54,97.70%,
2021,May,127,"$1,951 ","$1,595 ",$183 ,384,832,128,63,97.80%,
2021,Jun,134,"$1,795 ","$1,533 ",$187 ,390,619,144,57,98.70%,
2021,Jul,121,"$2,044 ","$1,850 ",$187 ,354,474,101,66,97.30%,
2021,Aug,91,"$2,173 ","$1,800 ",$192 ,430,558,79,55,98.00%,
2021,Sep,61,"$2,435 ","$2,042 ",$193 ,433,568,53,52,97.00%,
2021,Oct,67,"$2,372 ","$1,900 ",$198 ,272,507,60,54,97.40%,
2021,Nov,43,"$2,132 ","$1,800 ",$206 ,389,558,51,47,98.70%,
2021,Dec,63,"$2,150 ","$1,700 ",$188 ,233,507,62,62,97.80%,
2022,Jan,73,"$2,561 ","$2,000 ",$197 ,328,530,74,52,98.60%,
2022,Feb,58,"$2,642 ","$1,900 ",$209 ,344,600,54,57,99.20%,
2022,Mar,86,"$2,032 ","$1,735 ",$185 ,414,595,96,78,98.50%,
2022,Apr,72,"$2,579 ","$2,000 ",$212 ,381,577,66,55,97.60%,
2022,May,82,"$2,668 ","$1,910 ",$208 ,482,584,87,41,99.10%,
2022,Jun,72,"$2,252 ","$1,958 ",$196 ,759,761,81,37,99.20%,
2022,Jul,90,"$2,313 ","$2,000 ",$199 ,502,806,80,54,97.00%,
2022,Aug,82,"$2,604 ","$1,970 ",$213 ,672,856,77,42,97.10%,
2022,Sep,79,"$2,153 ","$1,888 ",$204 ,661,"1,034",71,37,99.00%,
2022,Oct,76,"$2,337 ","$2,075 ",$203 ,623,"1,072",80,56,94.90%,
2022,Nov,51,"$2,168 ","$1,915 ",$191 ,533,"1,206",49,48,95.70%,
2022,Dec,66,"$2,773 ","$2,063 ",$216 ,730,"1,099",69,52,97.50%,
2023,Jan,83,"$2,594 ","$1,875 ",$203 ,666,"1,167",93,94,99.80%,
2023,Feb,68,"$2,456 ","$2,018 ",$209 ,375,"1,128",70,44,96.30%,
2023,Mar,74,"$2,141 ","$1,815 ",$200 ,596,"1,104",61,48,96.30%,
2023,Apr,60,"$2,638 ","$2,100 ",$211 ,530,"1,141",73,50,97.70%,
2023,May,105,"$2,192 ","$1,780 ",$207 ,484,"1,034",108,38,98.70%,
2023,Jun,120,"$2,160 ","$1,800 ",$217 ,442,879,112,45,98.20%,
2023,Jul,103,"$2,161 ","$1,887 ",$205 ,324,897,98,39,97.40%,
2023,Aug,95,"$2,142 ","$1,868 ",$209 ,372,851,87,38,98.40%,
* Closed listing counts for prior 3 months are preliminary.,,,,,,,,,,,
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,31,
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,MLS Summary Report,,,
,,,,,,,,,,Aug-23,
Closed Listings by Month as of August 2023,,,,,,,,,,,
Rentals - High Rise: New Construction,,,,,,,,,,,
,,Closed,Average,Median,Price/,New,Active,Pending,,Close to,
Year,Month,Listings*,Price,Price,100 Sqft,Listings,Listings,Listings,DOM,Orig. List Price,
2021,Jan,4,"$1,964 ","$1,859 ",$212 ,49,112,4,37,100.60%,
2021,Feb,-,-,$0 ,$0 ,9,104,0,0,0.00%,
2021,Mar,8,"$2,814 ","$1,581 ",$238 ,80,111,9,81,92.30%,
2021,Apr,19,"$2,309 ","$1,700 ",$219 ,74,101,19,61,97.50%,
2021,May,1,"$12,009 ","$12,009 ",$395 ,51,114,2,3,100.00%,
2021,Jun,7,"$3,703 ","$2,210 ",$264 ,85,132,6,69,104.70%,
2021,Jul,3,"$1,992 ","$1,925 ",$214 ,72,94,5,48,97.70%,
2021,Aug,5,"$3,809 ","$3,666 ",$292 ,28,98,4,85,102.70%,
2021,Sep,3,"$3,973 ","$4,414 ",$245 ,35,92,1,34,100.00%,
2021,Oct,3,"$1,768 ","$1,595 ",$161 ,49,85,6,27,99.70%,
2021,Nov,10,"$1,671 ","$1,496 ",$272 ,114,137,10,19,90.80%,
2021,Dec,9,"$2,866 ","$2,841 ",$272 ,62,125,7,53,98.30%,
2022,Jan,13,"$2,596 ","$2,184 ",$263 ,196,202,12,31,99.10%,
2022,Feb,5,"$2,767 ","$2,625 ",$242 ,120,185,5,67,101.80%,
2022,Mar,15,"$2,909 ","$2,105 ",$288 ,135,248,16,24,100.00%,
2022,Apr,5,"$8,851 ","$3,919 ",$293 ,147,156,3,129,95.80%,
2022,May,7,"$2,039 ","$1,890 ",$219 ,111,195,9,163,97.10%,
2022,Jun,3,"$3,703 ","$2,125 ",$236 ,81,203,2,30,92.10%,
2022,Jul,-,-,$0 ,$0 ,90,220,0,0,0.00%,
2022,Aug,7,"$2,857 ","$2,916 ",$252 ,49,201,7,103,95.60%,
2022,Sep,3,"$3,123 ","$1,950 ",$259 ,35,146,3,1,100.00%,
2022,Oct,2,"$3,235 ","$3,235 ",$245 ,55,150,1,74,97.00%,
2022,Nov,2,"$1,894 ","$1,894 ",$243 ,68,145,3,230,100.00%,
2022,Dec,7,"$2,337 ","$2,200 ",$222 ,150,195,7,135,94.00%,
2023,Jan,3,"$2,368 ","$2,167 ",$234 ,65,177,2,8,95.30%,
2023,Feb,5,"$2,168 ","$1,998 ",$208 ,65,162,5,117,95.70%,
2023,Mar,4,"$3,111 ","$3,087 ",$283 ,41,117,5,111,100.00%,
2023,Apr,5,"$2,994 ","$2,805 ",$206 ,61,136,4,15,98.50%,
2023,May,1,"$2,667 ","$2,667 ",$223 ,64,36,2,11,100.00%,
2023,Jun,4,"$2,603 ","$1,932 ",$205 ,55,31,3,60,100.00%,
2023,Jul,-,-,$0 ,$0 ,30,34,2,0,0.00%,
2023,Aug,2,"$1,288 ","$1,288 ",$169 ,53,26,3,47,100.00%,
* Closed listing counts for prior 3 months are preliminary.,,,,,,,,,,,
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,32,
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,MLS Summary Report,,,,
,,,,,,,,Aug-23,,,
Closed Listings by Price Cohort for: August 2023,,,,,,,,,,,
Single Family: All(New and Existing),,,,,,,,,,,
,Closed,Percent,% Change,Closed,% Change,Active,,Close to,Months,,
Price Cohort,Listings*,Dist,Year Ago,YTD,Year Ago,Listings,DOM,Orig. List Price,Inventory,,
"$0 - $69,999",29,0.40%,-12%,292,7%,91,88,72.50%,2.6,,
"$70,000 - $99,999",57,0.70%,6%,412,-6%,163,69,80.30%,3.2,,
"$100,000 - $149,999",190,2.40%,-4%,"1,366",-15%,439,41,90.60%,2.6,,
"$150,000 - $199,999",427,5.30%,-3%,"2,948",-20%,"1,147",50,93.40%,3.2,,
"$200,000 - $249,999",949,11.90%,-1%,"7,170",-10%,"1,793",42,96.10%,2.1,,
"$250,000 - $299,999","1,374",17.20%,-4%,"10,726",-9%,"3,490",37,97.10%,2.7,,
"$300,000 - $399,999","2,053",25.70%,-8%,"15,358",-17%,"6,429",42,96.50%,3.4,,
"$400,000 - $499,999","1,170",14.70%,-5%,"7,940",-21%,"3,563",42,96.50%,3.7,,
"$500,000 - $749,999","1,100",13.80%,-3%,"7,804",-16%,"3,746",43,96.60%,4,,
"$750,000 - $999,999",337,4.20%,-1%,"2,233",-16%,"1,276",43,96.80%,4.8,,
"$1,000,000 +",296,3.70%,23%,"2,149",-11%,"1,339",39,95.50%,5.4,,
,"7,982",,,"58,398",,"23,476",,,3.3,,
* Closed listing counts are preliminary.,,,,,,,,,,,
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,33,,
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,MLS Summary Report,,,,
,,,,,,,,Aug-23,,,
Closed Listings by Price Cohort for: August 2023,,,,,,,,,,,
Single Family: Existing Home,,,,,,,,,,,
,Closed,Percent,% Change,Closed,% Change,Active,,Close to,Months,,
Price Cohort,Listings*,Dist,Year Ago,YTD,Year Ago,Listings,DOM,Orig. List Price,Inventory,,
"$0 - $69,999",29,0.50%,-12%,291,7%,91,88,72.50%,2.7,,
"$70,000 - $99,999",57,0.90%,8%,411,-6%,163,69,80.30%,3.2,,
"$100,000 - $149,999",187,3.00%,-4%,"1,341",-14%,429,40,90.50%,2.6,,
"$150,000 - $199,999",395,6.40%,-6%,"2,743",-21%,"1,013",44,93.40%,3,,
"$200,000 - $249,999",797,12.80%,-7%,"5,673",-18%,"1,437",38,96.00%,2,,
"$250,000 - $299,999","1,042",16.80%,-10%,"7,510",-18%,"2,362",31,97.20%,2.6,,
"$300,000 - $399,999","1,426",23.00%,-14%,"10,097",-25%,"3,737",30,96.80%,3.1,,
"$400,000 - $499,999",868,14.00%,-3%,"5,417",-27%,"2,153",30,96.90%,3.3,,
"$500,000 - $749,999",870,14.00%,0%,"5,573",-22%,"2,405",34,97.00%,3.7,,
"$750,000 - $999,999",288,4.60%,-6%,"1,844",-22%,932,39,97.00%,4.4,,
"$1,000,000 +",248,4.00%,16%,"1,783",-17%,"1,018",32,95.20%,5,,
,"6,207",,,"42,683",,"15,740",,,3.1,,
* Closed listing counts are preliminary.,,,,,,,,,,,
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,34,,
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,MLS Summary Report,,,,
,,,,,,,,Aug-23,,,
Closed Listings by Price Cohort for: August 2023,,,,,,,,,,,
Single Family: New Construction,,,,,,,,,,,
,Closed,Percent,% Change,Closed,% Change,Active,,Close to,Months,,
Price Cohort,Listings*,Dist,Year Ago,YTD,Year Ago,Listings,DOM,Orig. List Price,Inventory,,
"$0 - $69,999",0,0.00%,0%,1,-50%,0,0,0.00%,0,,
"$70,000 - $99,999",0,0.00%,-100%,1,-50%,0,0,0.00%,0,,
"$100,000 - $149,999",3,0.20%,-25%,25,-48%,10,129,97.90%,3.1,,
"$150,000 - $199,999",32,1.80%,88%,205,10%,134,121,93.40%,6.2,,
"$200,000 - $249,999",152,8.60%,51%,"1,497",43%,356,62,96.50%,2.1,,
"$250,000 - $299,999",332,18.70%,27%,"3,217",22%,"1,128",58,96.80%,3,,
"$300,000 - $399,999",626,35.30%,8%,"5,260",6%,"2,692",68,95.90%,4.1,,
"$400,000 - $499,999",302,17.00%,-11%,"2,524",-2%,"1,410",77,95.50%,4.4,,
"$500,000 - $749,999",230,13.00%,-14%,"2,231",4%,"1,341",77,95.00%,4.8,,
"$750,000 - $999,999",49,2.80%,48%,389,35%,344,69,95.60%,6.7,,
"$1,000,000 +",48,2.70%,71%,366,37%,321,74,97.20%,7.8,,
,"1,774",,,"15,716",,"7,736",,,4,,
* Closed listing counts are preliminary.,,,,,,,,,,,
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,35,,
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,MLS Summary Report,,,,
,,,,,,,,Aug-23,,,
Closed Listings by Price Cohort for: August 2023,,,,,,,,,,,
Townhouse/Condominium: All(New and Existing),,,,,,,,,,,
,Closed,Percent,% Change,Closed,% Change,Active,,Close to,Months,,
Price Cohort,Listings*,Dist,Year Ago,YTD,Year Ago,Listings,DOM,Orig. List Price,Inventory,,
"$0 - $69,999",16,2.90%,-24%,127,-24%,46,53,89.50%,2.9,,
"$70,000 - $99,999",37,6.70%,-16%,263,-22%,97,36,90.70%,2.9,,
"$100,000 - $149,999",96,17.30%,-24%,758,-24%,242,31,95.30%,2.6,,
"$150,000 - $199,999",88,15.90%,-21%,721,-26%,249,36,94.70%,2.9,,
"$200,000 - $249,999",74,13.30%,-30%,596,-31%,200,30,95.80%,2.6,,
"$250,000 - $299,999",64,11.50%,-10%,457,-27%,165,25,97.10%,2.9,,
"$300,000 - $399,999",91,16.40%,-15%,684,-24%,287,49,95.60%,3.5,,
"$400,000 - $499,999",46,8.30%,-16%,358,-30%,218,33,97.50%,5.2,,
"$500,000 - $749,999",34,6.10%,-13%,256,-24%,144,40,99.40%,4.7,,
"$750,000 - $999,999",9,1.60%,125%,43,-19%,31,55,97.20%,5.4,,
"$1,000,000 +",0,0.00%,-100%,20,-26%,23,0,0.00%,8.9,,
,555,,,"4,283",,"1,702",,,3.2,,
* Closed listing counts are preliminary.,,,,,,,,,,,
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,36,,
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,MLS Summary Report,,,,
,,,,,,,,Aug-23,,,
Closed Listings by Price Cohort for: August 2023,,,,,,,,,,,
Townhouse/Condominium: Existing Home,,,,,,,,,,,
,Closed,Percent,% Change,Closed,% Change,Active,,Close to,Months,,
Price Cohort,Listings*,Dist,Year Ago,YTD,Year Ago,Listings,DOM,Orig. List Price,Inventory,,
"$0 - $69,999",16,3.10%,-24%,127,-24%,46,53,89.50%,2.9,,
"$70,000 - $99,999",37,7.20%,-16%,263,-22%,97,36,90.70%,2.9,,
"$100,000 - $149,999",96,18.60%,-24%,758,-24%,242,31,95.30%,2.6,,
"$150,000 - $199,999",88,17.10%,-21%,720,-25%,247,36,94.70%,2.9,,
"$200,000 - $249,999",74,14.40%,-26%,575,-30%,184,30,95.80%,2.5,,
"$250,000 - $299,999",54,10.50%,-16%,377,-31%,139,23,97.70%,3,,
"$300,000 - $399,999",75,14.60%,-6%,525,-29%,187,37,96.20%,3,,
"$400,000 - $499,999",35,6.80%,-24%,287,-36%,121,27,97.80%,3.5,,
"$500,000 - $749,999",32,6.20%,-18%,231,-26%,119,41,99.30%,4.2,,
"$750,000 - $999,999",8,1.60%,100%,41,-18%,27,61,96.80%,5.1,,
"$1,000,000 +",0,0.00%,-100%,16,-24%,16,0,0.00%,7.1,,
,515,,,"3,920",,"1,425",,,3,,
* Closed listing counts are preliminary.,,,,,,,,,,,
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,37,,
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,MLS Summary Report,,,,
,,,,,,,,Aug-23,,,
Closed Listings by Price Cohort for: August 2023,,,,,,,,,,,
Townhouse/Condominium: New Construction,,,,,,,,,,,
,Closed,Percent,% Change,Closed,% Change,Active,,Close to,Months,,
Price Cohort,Listings*,Dist,Year Ago,YTD,Year Ago,Listings,DOM,Orig. List Price,Inventory,,
"$0 - $69,999",0,0.00%,0%,-,0%,0,0,0.00%,0,,
"$70,000 - $99,999",0,0.00%,0%,-,0%,0,0,0.00%,0,,
"$100,000 - $149,999",0,0.00%,0%,-,-100%,0,0,0.00%,0,,
"$150,000 - $199,999",0,0.00%,-100%,1,-94%,2,0,0.00%,24,,
"$200,000 - $249,999",0,0.00%,-100%,21,-48%,16,0,0.00%,5.1,,
"$250,000 - $299,999",10,25.00%,43%,80,5%,26,36,93.50%,2.5,,
"$300,000 - $399,999",16,40.00%,-41%,159,-4%,100,107,92.70%,5.1,,
"$400,000 - $499,999",11,27.50%,22%,71,3%,97,51,96.60%,12,,
"$500,000 - $749,999",2,5.00%,100%,25,0%,25,27,100.00%,9.7,,
"$750,000 - $999,999",1,2.50%,100%,2,-33%,4,5,100.10%,9.6,,
"$1,000,000 +",0,0.00%,0%,4,-33%,7,0,0.00%,21,,
,40,,,363,,277,,,6.2,,
* Closed listing counts are preliminary.,,,,,,,,,,,
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,38,,
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,MLS Summary Report,,,,
,,,,,,,,Aug-23,,,
Closed Listings by Price Cohort for: August 2023,,,,,,,,,,,
Multifamily: All(New and Existing),,,,,,,,,,,
,Closed,Percent,% Change,Closed,% Change,Active,,Close to,Months,,
Price Cohort,Listings*,Dist,Year Ago,YTD,Year Ago,Listings,DOM,Orig. List Price,Inventory,,
"$0 - $69,999",0,0.00%,0%,4,100%,0,0,0.00%,0,,
"$70,000 - $99,999",0,0.00%,0%,1,-75%,2,0,0.00%,12,,
"$100,000 - $149,999",2,3.10%,-33%,13,-46%,9,18,94.50%,5.1,,
"$150,000 - $199,999",5,7.80%,25%,35,9%,15,156,70.30%,4.1,,
"$200,000 - $249,999",5,7.80%,0%,32,-35%,17,113,76.00%,4.3,,
"$250,000 - $299,999",3,4.70%,-63%,42,-39%,30,20,94.30%,5.5,,
"$300,000 - $399,999",20,31.30%,-5%,147,-14%,89,40,97.10%,5.2,,
"$400,000 - $499,999",7,10.90%,-56%,76,-26%,79,77,95.50%,7.6,,
"$500,000 - $749,999",13,20.30%,18%,78,1%,95,17,95.90%,9.7,,
"$750,000 - $999,999",4,6.30%,-43%,26,-47%,63,149,97.90%,20.4,,
"$1,000,000 +",5,7.80%,-38%,24,-33%,62,58,87.70%,24.8,,
,64,,,478,,461,,,7.9,,
* Closed listing counts are preliminary.,,,,,,,,,,,
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,39,,
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,MLS Summary Report,,,,
,,,,,,,,Aug-23,,,
Closed Listings by Price Cohort for: August 2023,,,,,,,,,,,
Multifamily: Existing Home,,,,,,,,,,,
,Closed,Percent,% Change,Closed,% Change,Active,,Close to,Months,,
Price Cohort,Listings*,Dist,Year Ago,YTD,Year Ago,Listings,DOM,Orig. List Price,Inventory,,
"$0 - $69,999",0,0.00%,0%,4,100%,0,0,0.00%,0,,
"$70,000 - $99,999",0,0.00%,0%,1,-75%,2,0,0.00%,12,,
"$100,000 - $149,999",2,4.20%,-33%,13,-46%,9,18,94.50%,5.1,,
"$150,000 - $199,999",5,10.40%,25%,35,9%,15,156,70.30%,4.1,,
"$200,000 - $249,999",5,10.40%,0%,32,-32%,17,113,76.00%,4.3,,
"$250,000 - $299,999",3,6.30%,-63%,40,-40%,28,20,94.30%,5.3,,
"$300,000 - $399,999",10,20.80%,-29%,80,-33%,77,55,95.20%,7.3,,
"$400,000 - $499,999",6,12.50%,-14%,39,-33%,74,75,94.80%,12.5,,
"$500,000 - $749,999",9,18.80%,0%,53,-18%,73,15,94.00%,10.6,,
"$750,000 - $999,999",3,6.30%,-57%,22,-54%,59,112,97.20%,21.5,,
"$1,000,000 +",5,10.40%,-38%,24,-33%,61,58,87.70%,24.4,,
,48,,,343,,415,,,9.4,,
* Closed listing counts are preliminary.,,,,,,,,,,,
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,40,,
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,MLS Summary Report,,,,
,,,,,,,,Aug-23,,,
Closed Listings by Price Cohort for: August 2023,,,,,,,,,,,
Multifamily: New Construction,,,,,,,,,,,
,Closed,Percent,% Change,Closed,% Change,Active,,Close to,Months,,
Price Cohort,Listings*,Dist,Year Ago,YTD,Year Ago,Listings,DOM,Orig. List Price,Inventory,,
"$0 - $69,999",0,0.00%,0%,-,0%,0,0,0.00%,0,,
"$70,000 - $99,999",0,0.00%,0%,-,0%,0,0,0.00%,0,,
"$100,000 - $149,999",0,0.00%,0%,-,0%,0,0,0.00%,0,,
"$150,000 - $199,999",0,0.00%,0%,-,0%,0,0,0.00%,0,,
